task_id,entry_point,openai_pass,anthropic_pass,gemini_pass,openai_latency_s,anthropic_latency_s,gemini_latency_s,openai_code,anthropic_code,gemini_code,openai_prompt_tokens,openai_completion_tokens,anthropic_prompt_tokens,anthropic_completion_tokens,gemini_prompt_tokens,gemini_completion_tokens
HumanEval/128,prod_signs,1,1,1,3.894,2.72,1.872,"def prod_signs(arr):
    if not arr:
        return None
    
    sign_product = 1
    magnitude_sum = 0
    
    for num in arr:
        if num > 0:
            sign_product *= 1
        elif num < 0:
            sign_product *= -1
        else:
            sign_product *= 0
        
        magnitude_sum += abs(num)
    
    return magnitude_sum * sign_product","def prod_signs(arr):
    """"""
    You are given an array arr of integers and you need to return
    sum of magnitudes of integers multiplied by product of all signs
    of each number in the array, represented by 1, -1 or 0.
    Note: return None for empty arr.

    Example:
    >>> prod_signs([1, 2, 2, -4]) == -9
    >>> prod_signs([0, 1]) == 0
    >>> prod_signs([]) == None
    """"""
    if not arr:
        return None
    
    sum_magnitudes = sum(abs(x) for x in arr)
    
    sign_product = 1
    for x in arr:
        if x == 0:
            sign_product = 0
            break
        elif x < 0:
            sign_product *= -1
    
    return sum_magnitudes * sign_product","def prod_signs(arr):
    """"""
    You are given an array arr of integers and you need to return
    sum of magnitudes of integers multiplied by product of all signs
    of each number in the array, represented by 1, -1 or 0.
    Note: return None for empty arr.

    Example:
    >>> prod_signs([1, 2, 2, -4]) == -9
    >>> prod_signs([0, 1]) == 0
    >>> prod_signs([]) == None
    """"""
    if not arr:
        return None

    sum_magnitudes = 0
    product_signs = 1

    for num in arr:
        sum_magnitudes += abs(num)
        if num > 0:
            product_signs *= 1
        elif num < 0:
            product_signs *= -1
        else:
            product_signs *= 0  # If any number is 0, the product of signs becomes 0

    return sum_magnitudes * product_signs",157.0,93.0,163.0,222.0,152.0,236.0
HumanEval/129,minPath,0,0,0,2.517,3.319,3.771,"def minPath(grid, k):
        from heapq import heappush, heappop

        def neighbors(r, c):
            for dr, dc in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
                nr, nc = r + dr, c + dc
                if 0 <= nr < len(grid) and 0 <= nc < len(grid[0]):
                    yield nr, nc

        n = len(grid)
        min_heap = []

        for r in range(n):
            for c in range(n):
                heappush(min_heap, (grid[r][c], [(r, c)]))

        while min_heap:
            current_value, path = heappop(min_heap)
            if len(path) == k:
                return [grid[r][c] for r, c in path]

            last_r, last_c = path[-1]
            for nr, nc in neighbors(last_r, last_c):
                new_path = path + [(nr, nc)]
                new_value = [grid[r][c] for r, c in new_path]
                heappush(min_heap, (new_value, new_path))","def minPath(grid, k):
    n = len(grid)
    
    # Find the position of each value in the grid
    pos = {}
    for i in range(n):
        for j in range(n):
            pos[grid[i][j]] = (i, j)
    
    # Start from the cell with value 1
    start_i, start_j = pos[1]
    
    # DFS to find the minimum path
    def dfs(i, j, path, steps_left):
        if steps_left == 0:
            return path
        
        # Try all four directions
        min_path = None
        for di, dj in [(0, 1), (0, -1), (1, 0), (-1, 0)]:
            ni, nj = i + di, j + dj
            if 0 <= ni < n and 0 <= nj < n:
                new_path = path + [grid[ni][nj]]
                result = dfs(ni, nj, new_path, steps_left - 1)
                
                if min_path is None or result < min_path:
                    min_path = result
        
        return min_path
    
    result = dfs(start_i, start_j, [grid[start_i][start_j]], k - 1)
    return result


Wait, this approach might be too slow due to exponential paths. Let me optimize using memoization and pruning:


def minPath(grid, k):
    n = len(grid)
    
    # Find the position of value 1
    start_i, start_j = 0, 0
    for i in range(n):
        for j in range(n):
            if grid[i][j] == 1:
                start_i, start_j = i, j
                break
    
    # Memoization: (i, j, steps_left) -> minimum path from this state
    memo = {}
    
    def dfs(i, j, steps_left):
        if steps_left == 0:","def minPath(grid, k):
    N = len(grid)
    
    # If k is 1, the minimum path is just the smallest element in the grid.
    if k == 1:
        min_val = float('inf')
        for r in range(N):
            for c in range(N):
                min_val = min(min_val, grid[r][c])
        return [min_val]

    # Initialize a list to store all possible paths of length k
    all_paths = []

    # Helper function for DFS to find paths
    def find_paths_dfs(r, c, current_path):
        if len(current_path) == k:
            all_paths.append(list(current_path))
            return

        # Define possible moves (up, down, left, right)
        moves = [(0, 1), (0, -1), (1, 0), (-1, 0)]

        for dr, dc in moves:
            nr, nc = r + dr, c + dc
            if 0 <= nr < N and 0 <= nc < N:
                current_path.append(grid[nr][nc])
                find_paths_dfs(nr, nc, current_path)
                current_path.pop() # Backtrack

    # Start DFS from each cell in the grid
    for r_start in range(N):
        for c_start in range(N):
            find_paths_dfs(r_start, c_start, [grid[r_start][c_start]])

    # Sort all paths lexicographically
    all_paths.sort()

    # The first path in the sorted list is the minimum path
    return all_paths[0]",431.0,255.0,461.0,512.0,451.0,400.0
HumanEval/130,tri,0,0,0,2.802,6.638,3.383,"def tri(n):
    if n < 0:
        return []
    
    sequence = [1] * (n + 1)
    
    if n >= 1:
        sequence[1] = 3
    
    for i in range(2, n + 1):
        if i % 2 == 0:
            sequence[i] = 1 + i / 2
        else:
            sequence[i] = sequence[i - 1] + sequence[i - 2] + sequence[i + 1] if i + 1 <= n else sequence[i - 1] + sequence[i - 2]
    
    return sequence","def tri(n):
    """"""Everyone knows Fibonacci sequence, it was studied deeply by mathematicians in 
    the last couple centuries. However, what people don't know is Tribonacci sequence.
    Tribonacci sequence is defined by the recurrence:
    tri(1) = 3
    tri(n) = 1 + n / 2, if n is even.
    tri(n) =  tri(n - 1) + tri(n - 2) + tri(n + 1), if n is odd.
    For example:
    tri(2) = 1 + (2 / 2) = 2
    tri(4) = 3
    tri(3) = tri(2) + tri(1) + tri(4)
           = 2 + 3 + 3 = 8 
    You are given a non-negative integer number n, you have to a return a list of the 
    first n + 1 numbers of the Tribonacci sequence.
    Examples:
    tri(3) = [1, 3, 2, 8]
    """"""
    if n < 0:
        return []
    
    result = [0] * (n + 1)
    
    # Base case: tri(1) = 3
    if n >= 1:
        result[1] = 3
    
    # Fill in the result array
    for i in range(n + 1):
        if i == 0:
            result[0] = 1
        elif i == 1:
            result[1] = 3
        elif i % 2 == 0:
            # Even: tri(n) = 1 + n / 2
            result[i] = 1 + i / 2
        else:
            # Odd: tri(n) = tri(n - 1) + tri(n - 2) + tri(n + 1)
            # We need to solve for tri(i) when i is odd
            # tri(i) = tri(i - 1) + tri(i - 2) + tri(i + 1","def tri(n):
    """"""Everyone knows Fibonacci sequence, it was studied deeply by mathematicians in 
    the last few centuries. However, what people don't know is Tribonacci sequence.
    Tribonacci sequence is defined by the recurrence:
    tri(1) = 3
    tri(n) = 1 + n / 2, if n is even.
    tri(n) =  tri(n - 1) + tri(n - 2) + tri(n + 1), if n is odd.
    For example:
    tri(2) = 1 + (2 / 2) = 2
    tri(4) = 3
    tri(3) = tri(2) + tri(1) + tri(4)
           = 2 + 3 + 3 = 8 
    You are given a non-negative integer number n, you have to a return a list of the 
    first n + 1 numbers of the Tribonacci sequence.
    Examples:
    tri(3) = [1, 3, 2, 8]
    """"""
    if n < 0:
        return []

    if n == 0:
        return [1]

    # We need to calculate up to n, so the list will have n+1 elements (from index 0 to n)
    # Initialize with a size of n+5 to handle tri(n+1) for odd n
    # The problem statement implies tri(0) = 1 based on the example tri(3) = [1, 3, 2, 8]
    # where the list has 4 elements, and tri(0) is the first element.
    # However, the recurrence relation starts from tri(1).
    # Let's assume tri(0) = 1 as per the example.
    
    # We need to store values to avoid redundant calculations and handle the tri(n+1) for odd n.
    # A dictionary is suitable for memoization as indices might not be contiguous if we only store calculated values.
    # However, since we are building a list of the first n+1 numbers, a list is more appropriate
    # if we can fill it iteratively.

    # Let's re-evaluate the recurrence for odd n",269.0,139.0,303.0,512.0,281.0,512.0
HumanEval/131,digits,1,1,1,1.558,1.536,5.082,"def digits(n):
    product = 1
    has_odd = False
    while n > 0:
        digit = n % 10
        if digit % 2 != 0:
            product *= digit
            has_odd = True
        n //= 10
    return product if has_odd else 0","def digits(n):
    """"""Given a positive integer n, return the product of the odd digits.
    Return 0 if all digits are even.
    For example:
    digits(1)  == 1
    digits(4)  == 0
    digits(235) == 15
    """"""
    product = 1
    has_odd = False
    
    for digit_char in str(n):
        digit = int(digit_char)
        if digit % 2 == 1:  # odd digit
            product *= digit
            has_odd = True
    
    return product if has_odd else 0","def digits(n):
    """"""Given a positive integer n, return the product of the odd digits.
    Return 0 if all digits are even.
    For example:
    digits(1)  == 1
    digits(4)  == 0
    digits(235) == 15
    """"""
    product = 1
    has_odd = False
    while n > 0:
        digit = n % 10
        if digit % 2 != 0:
            product *= digit
            has_odd = True
        n //= 10
    if has_odd:
        return product
    else:
        return 0",106.0,71.0,110.0,158.0,105.0,154.0
HumanEval/132,is_nested,0,0,0,1.729,3.763,2.556,"def is_nested(string):
    stack = []
    nested = False
    for char in string:
        if char == '[':
            stack.append(char)
        elif char == ']':
            if stack:
                stack.pop()
                if stack:
                    nested = True
            else:
                return False
    return nested and not stack","def is_nested(string):
    '''
    Create a function that takes a string as input which contains only square brackets.
    The function should return True if and only if there is a valid subsequence of brackets 
    where at least one bracket in the subsequence is nested.

    is_nested('[[]]') ➞ True
    is_nested('[]]]]]]][[[[[]') ➞ False
    is_nested('[][]') ➞ False
    is_nested('[]') ➞ False
    is_nested('[[][]]') ➞ True
    is_nested('[[]][[') ➞ True
    '''
    stack = []
    
    for char in string:
        if char == '[':
            stack.append('[')
        elif char == ']':
            if not stack:
                # Unmatched closing bracket
                continue
            stack.pop()
            # If stack is not empty after popping, we have nesting
            if stack:
                return True
    
    return False


The solution works by:
1. Using a stack to track opening brackets
2. When we encounter '[', we push it onto the stack
3. When we encounter ']', we pop from the stack (if it's not empty)
4. If after popping the stack is not empty, it means we have a bracket that was opened before the current closing bracket, indicating nesting
5. Return True if we find any nesting, False otherwise

This correctly identifies:
- `[[]]` → True (inner brackets are nested)
- `[]]]]]]][[[[[]` → False (no valid nesting)
- `[][]` → False (sequential, not nested)
- `[]` → False (single pair, not nested)
- `[[][]]` → True (inner `[]` is nested within outer brackets)
- `[[]][[` → True (first `[[]]` has nesting)","def is_nested(string):
    '''
    Create a function that takes a string as input which contains only square brackets.
    The function should return True if and only if there is a valid subsequence of brackets 
    where at least one bracket in the subsequence is nested.

    is_nested('[[]]') ➞ True
    is_nested('[]]]]]]][[[[[]') ➞ False
    is_nested('[][]') ➞ False
    is_nested('[]') ➞ False
    is_nested('[[][]]') ➞ True
    is_nested('[[]][[') ➞ True
    '''
    stack = []
    max_nested = 0
    current_nested = 0

    for char in string:
        if char == '[':
            stack.append(char)
            current_nested += 1
            max_nested = max(max_nested, current_nested)
        elif char == ']':
            if stack and stack[-1] == '[':
                stack.pop()
                current_nested -= 1
            else:
                # If we encounter a closing bracket without a matching opening bracket,
                # it means this closing bracket cannot form a valid nested pair
                # with any preceding opening bracket.
                # We can reset current_nested as it's not contributing to a valid nesting.
                # However, we still need to consider if previous valid nesting occurred.
                # For the purpose of finding *any* nested pair, we just need to track max_nested.
                pass
    
    return max_nested > 1",168.0,72.0,192.0,455.0,168.0,351.0
HumanEval/133,sum_squares,1,1,1,1.005,2.235,1.554,"import math

def sum_squares(lst):
    return sum(math.ceil(x) ** 2 for x in lst)","import math

def sum_squares(lst):
    """"""You are given a list of numbers.
    You need to return the sum of squared numbers in the given list,
    round each element in the list to the upper int(Ceiling) first.
    Examples:
    For lst = [1,2,3] the output should be 14
    For lst = [1,4,9] the output should be 98
    For lst = [1,3,5,7] the output should be 84
    For lst = [1.4,4.2,0] the output should be 29
    For lst = [-2.4,1,1] the output should be 6
    

    """"""
    return sum(math.ceil(x) ** 2 for x in lst)","import math

def sum_squares(lst):
    """"""You are given a list of numbers.
    You need to return the sum of squared numbers in the given list,
    round each element in the list to the upper int(Ceiling) first.
    Examples:
    For lst = [1,2,3] the output should be 14
    For lst = [1,4,9] the output should be 98
    For lst = [1,3,5,7] the output should be 84
    For lst = [1.4,4.2,0] the output should be 29
    For lst = [-2.4,1,1] the output should be 6
    

    """"""
    total_sum = 0
    for num in lst:
        rounded_num = math.ceil(num)
        total_sum += rounded_num ** 2
    return total_sum",192.0,28.0,198.0,190.0,195.0,211.0
HumanEval/134,check_if_last_char_is_a_letter,0,1,1,1.335,2.145,1.591,"def check_if_last_char_is_a_letter(txt):
    txt = txt.rstrip()
    if not txt or txt[-1].isspace():
        return False
    return txt[-1].isalpha() and (len(txt) == 1 or txt[-2].isspace())","def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") ➞ False
    check_if_last_char_is_a_letter(""apple pi e"") ➞ True
    check_if_last_char_is_a_letter(""apple pi e "") ➞ False
    check_if_last_char_is_a_letter("""") ➞ False 
    '''
    if not txt:
        return False
    
    last_char = txt[-1]
    
    # Check if last character is a letter
    if not last_char.isalpha():
        return False
    
    # Check if it's not part of a word (i.e., preceded by a space or is the only character)
    if len(txt) == 1:
        return True
    
    # Check if the character before the last one is a space
    if txt[-2] == ' ':
        return True
    
    return False","def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") ➞ False
    check_if_last_char_is_a_letter(""apple pi e"") ➞ True
    check_if_last_char_is_a_letter(""apple pi e "") ➞ False
    check_if_last_char_is_a_letter("""") ➞ False 
    '''
    if not txt:
        return False

    last_char = txt[-1]

    if not last_char.isalpha():
        return False

    if len(txt) == 1:
        return True

    second_to_last_char = txt[-2]

    return second_to_last_char == ' '",172.0,61.0,218.0,312.0,200.0,244.0
HumanEval/135,can_arrange,1,1,1,0.89,1.579,1.511,"def can_arrange(arr):
    for i in range(len(arr) - 1, 0, -1):
        if arr[i] < arr[i - 1]:
            return i
    return -1","def can_arrange(arr):
    """"""Create a function which returns the largest index of an element which
    is not greater than or equal to the element immediately preceding it. If
    no such element exists then return -1. The given array will not contain
    duplicate values.

    Examples:
    can_arrange([1,2,4,3,5]) = 3
    can_arrange([1,2,3]) = -1
    """"""
    largest_index = -1
    
    for i in range(1, len(arr)):
        # Check if current element is not greater than or equal to previous element
        # i.e., arr[i] < arr[i-1]
        if arr[i] < arr[i-1]:
            largest_index = i
    
    return largest_index","def can_arrange(arr):
    """"""Create a function which returns the largest index of an element which
    is not greater than or equal to the element immediately preceding it. If
    no such element exists then return -1. The given array will not contain
    duplicate values.

    Examples:
    can_arrange([1,2,4,3,5]) = 3
    can_arrange([1,2,3]) = -1
    """"""
    n = len(arr)
    if n <= 1:
        return -1

    largest_index = -1
    for i in range(1, n):
        if arr[i] < arr[i-1]:
            largest_index = i
    return largest_index",138.0,44.0,140.0,197.0,133.0,168.0
HumanEval/136,largest_smallest_integers,1,1,1,1.46,1.757,1.992,"def largest_smallest_integers(lst):
    largest_negative = None
    smallest_positive = None
    
    for num in lst:
        if num < 0:
            if largest_negative is None or num > largest_negative:
                largest_negative = num
        elif num > 0:
            if smallest_positive is None or num < smallest_positive:
                smallest_positive = num
    
    return (largest_negative, smallest_positive)","def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''
    negatives = [x for x in lst if x < 0]
    positives = [x for x in lst if x > 0]
    
    largest_negative = max(negatives) if negatives else None
    smallest_positive = min(positives) if positives else None
    
    return (largest_negative, smallest_positive)","def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''
    neg_integers = [x for x in lst if x < 0]
    pos_integers = [x for x in lst if x > 0]

    largest_neg = None
    if neg_integers:
        largest_neg = max(neg_integers)

    smallest_pos = None
    if pos_integers:
        smallest_pos = min(pos_integers)

    return (largest_neg, smallest_pos)",177.0,90.0,182.0,235.0,176.0,250.0
HumanEval/137,compare_one,1,1,1,1.689,2.09,1.683,"def compare_one(a, b):
    def convert_to_float(value):
        if isinstance(value, str):
            value = value.replace(',', '.')
        return float(value)

    try:
        a_float = convert_to_float(a)
        b_float = convert_to_float(b)
    except ValueError:
        return None

    if a_float > b_float:
        return a
    elif b_float > a_float:
        return b
    else:
        return None","def compare_one(a, b):
    """"""
    Create a function that takes integers, floats, or strings representing
    real numbers, and returns the larger variable in its given variable type.
    Return None if the values are equal.
    Note: If a real number is represented as a string, the floating point might be . or ,

    compare_one(1, 2.5) ➞ 2.5
    compare_one(1, ""2,3"") ➞ ""2,3""
    compare_one(""5,1"", ""6"") ➞ ""6""
    compare_one(""1"", 1) ➞ None
    """"""
    # Convert both values to float for comparison
    def to_float(val):
        if isinstance(val, str):
            # Replace comma with dot for float conversion
            return float(val.replace(',', '.'))
        return float(val)
    
    a_float = to_float(a)
    b_float = to_float(b)
    
    # Compare the float values
    if a_float == b_float:
        return None
    elif a_float > b_float:
        return a
    else:
        return b","def compare_one(a, b):
    """"""
    Create a function that takes integers, floats, or strings representing
    real numbers, and returns the larger variable in its given variable type.
    Return None if the values are equal.
    Note: If a real number is represented as a string, the floating point might be . or ,

    compare_one(1, 2.5) ➞ 2.5
    compare_one(1, ""2,3"") ➞ ""2,3""
    compare_one(""5,1"", ""6"") ➞ ""6""
    compare_one(""1"", 1) ➞ None
    """"""
    def parse_value(val):
        if isinstance(val, (int, float)):
            return val
        elif isinstance(val, str):
            return float(val.replace(',', '.'))
        return None

    parsed_a = parse_value(a)
    parsed_b = parse_value(b)

    if parsed_a is None or parsed_b is None:
        return None

    if parsed_a == parsed_b:
        return None
    elif parsed_a > parsed_b:
        return a
    else:
        return b",176.0,99.0,196.0,297.0,180.0,278.0
HumanEval/138,is_equal_to_sum_even,1,1,1,1.378,3.03,1.018,"def is_equal_to_sum_even(n):
    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""
    return n >= 8 and n % 2 == 0","def is_equal_to_sum_even(n):
    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""
    # The minimum sum of 4 positive even numbers is 2+2+2+2 = 8
    # Any number that is the sum of 4 positive even numbers must be:
    # 1. At least 8
    # 2. Even (sum of even numbers is even)
    # 3. Greater than or equal to 8
    
    # If n >= 8 and n is even, we can always write it as sum of 4 positive even numbers
    # For example: n = 2 + 2 + 2 + (n-6)
    # We need n-6 to be a positive even number, so n-6 > 0 and n-6 is even
    # n-6 > 0 means n > 6, and since n is even, n >= 8
    # n-6 is even when n is even
    
    return n >= 8 and n % 2 == 0","def is_equal_to_sum_even(n):
    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""
    if n % 2 != 0:
        return False
    
    if n < 8:
        return False
    
    return True",112.0,90.0,130.0,323.0,121.0,124.0
HumanEval/139,special_factorial,1,1,1,2.046,1.281,1.14,"def special_factorial(n):
    def factorial(x):
        if x == 0 or x == 1:
            return 1
        result = 1
        for i in range(2, x + 1):
            result *= i
        return result

    special_fact = 1
    for i in range(1, n + 1):
        special_fact *= factorial(i)
    
    return special_fact","def special_factorial(n):
    """"""The Brazilian factorial is defined as:
    brazilian_factorial(n) = n! * (n-1)! * (n-2)! * ... * 1!
    where n > 0

    For example:
    >>> special_factorial(4)
    288

    The function will receive an integer as input and should return the special
    factorial of this integer.
    """"""
    result = 1
    factorial = 1
    
    for i in range(1, n + 1):
        factorial *= i
        result *= factorial
    
    return result","import math

def special_factorial(n):
    """"""The Brazilian factorial is defined as:
    brazilian_factorial(n) = n! * (n-1)! * (n-2)! * ... * 1!
    where n > 0

    For example:
    >>> special_factorial(4)
    288

    The function will receive an integer as input and should return the special
    factorial of this integer.
    """"""
    if n <= 0:
        raise ValueError(""Input must be a positive integer."")

    result = 1
    for i in range(1, n + 1):
        result *= math.factorial(i)
    return result",130.0,93.0,136.0,149.0,131.0,156.0
HumanEval/140,fix_spaces,0,1,1,3.97,2.3,2.59,"def fix_spaces(text):
    import re
    return re.sub(r' {3,}', '-', text.replace(' ', '_'))","def fix_spaces(text):
    """"""
    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces, 
    then replace all consecutive spaces with - 
    
    fix_spaces(""Example"") == ""Example""
    fix_spaces(""Example 1"") == ""Example_1""
    fix_spaces("" Example 2"") == ""_Example_2""
    fix_spaces("" Example   3"") == ""_Example-3""
    """"""
    result = []
    i = 0
    while i < len(text):
        if text[i] == ' ':
            # Count consecutive spaces
            space_count = 0
            j = i
            while j < len(text) and text[j] == ' ':
                space_count += 1
                j += 1
            
            # If more than 2 consecutive spaces, replace with -
            if space_count > 2:
                result.append('-')
            else:
                # Replace with underscores
                result.append('_' * space_count)
            
            i = j
        else:
            result.append(text[i])
            i += 1
    
    return ''.join(result)","def fix_spaces(text):
    """"""
    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces, 
    then replace all consecutive spaces with - 
    
    fix_spaces(""Example"") == ""Example""
    fix_spaces(""Example 1"") == ""Example_1""
    fix_spaces("" Example 2"") == ""_Example_2""
    fix_spaces("" Example   3"") == ""_Example-3""
    """"""
    new_text = []
    space_count = 0
    for char in text:
        if char == ' ':
            space_count += 1
        else:
            if space_count == 1:
                new_text.append('_')
            elif space_count == 2:
                new_text.append('__')
            elif space_count > 2:
                new_text.append('-')
            space_count = 0
            new_text.append(char)
    
    if space_count == 1:
        new_text.append('_')
    elif space_count == 2:
        new_text.append('__')
    elif space_count > 2:
        new_text.append('-')
        
    return """".join(new_text)",141.0,30.0,158.0,306.0,148.0,305.0
HumanEval/141,file_name_check,1,1,1,1.385,2.794,2.08,"def file_name_check(file_name):
    if file_name.count('.') != 1:
        return 'No'
    
    name, ext = file_name.split('.')
    
    if not name or not name[0].isalpha():
        return 'No'
    
    if ext not in ['txt', 'exe', 'dll']:
        return 'No'
    
    digit_count = sum(c.isdigit() for c in file_name)
    
    if digit_count > 3:
        return 'No'
    
    return 'Yes'","def file_name_check(file_name):
    """"""Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    Examples:
    file_name_check(""example.txt"") # => 'Yes'
    file_name_check(""1example.dll"") # => 'No' (the name should start with a latin alphapet letter)
    """"""
    # Check if there's exactly one dot
    if file_name.count('.') != 1:
        return 'No'
    
    # Split by dot
    parts = file_name.split('.')
    name_part = parts[0]
    extension = parts[1]
    
    # Check if name part is not empty
    if not name_part:
        return 'No'
    
    # Check if name starts with a letter
    if not name_part[0].isalpha():
        return 'No'
    
    # Check if extension is valid
    if extension not in ['txt', 'exe', 'dll']:
        return 'No'
    
    # Count digits in the entire filename
    digit_count = sum(1 for c in file_name if c.isdigit())
    if digit_count > 3:
        return 'No'
    
    return 'Yes'","def file_name_check(file_name):
    """"""Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    Examples:
    file_name_check(""example.txt"") # => 'Yes'
    file_name_check(""1example.dll"") # => 'No' (the name should start with a latin alphapet letter)
    """"""
    digit_count = 0
    for char in file_name:
        if char.isdigit():
            digit_count += 1
    if digit_count > 3:
        return 'No'

    if file_name.count('.') != 1:
        return 'No'

    parts = file_name.split('.')
    before_dot = parts[0]
    after_dot = parts[1]

    if not before_dot:
        return 'No'
    if not before_dot[0].isalpha():
        return 'No'

    if after_dot not in ['txt', 'exe', 'dll']:
        return 'No'

    return 'Yes'",249.0,112.0,273.0,464.0,264.0,390.0
HumanEval/142,sum_squares,1,0,1,1.646,1.892,1.664,"def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total","def sum_squares(lst):
    """"""""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    
    Examples:
    For lst = [1,2,3] the output should be 6
    For lst = []  the output should be 0
    For lst = [-1,-5,2,-1,-5]  the output should be -126
    """"""
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0 and i != 0:
            total += num ** 2
        elif i % 4 == 0 and i % 3 != 0:
            total += num ** 3
        else:
            total += num
    return total","def sum_squares(lst):
    """"""""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    
    Examples:
    For lst = [1,2,3] the output should be 6
    For lst = []  the output should be 0
    For lst = [-1,-5,2,-1,-5]  the output should be -126
    """"""
    total_sum = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total_sum += num ** 2
        elif i % 4 == 0:
            total_sum += num ** 3
        else:
            total_sum += num
    return total_sum",204.0,73.0,214.0,269.0,205.0,251.0
