article_snippet,reference_summary,openai_summary,anthropic_summary,openai_latency,anthropic_latency,openai_rouge1,openai_rouge2,openai_rougeL,anthropic_rouge1,anthropic_rouge2,anthropic_rougeL
"(CNN)The classic video game ""Space Invaders"" was developed in Japan back in the ","Japan's top military official earnestly revealed that the country's Self Defense Force (SDF) had never encountered a UFO .
Celebrity politician and former wrestler Antonio Inoki had posed a question concerning extraterrestrials to a government committee .","Japan's Defense Minister Gen Nakatani confirmed that the country's Air Self Defense Force has never encountered extraterrestrial unidentified flying objects (UFOs), responding to questions from lawmaker Antonio Inoki. Nakatani stated that while their jets sometimes investigate unidentified objects, they have only found birds or other non-alien items, and he emphasized the absence of any reported UFOs believed to be from outer space. This discussion reflects ongoing curiosity and speculation about extraterrestrial life in Japan's political landscape.","Japanese Defense Minister Gen Nakatani confirmed to parliament that the country's Air Self-Defense Force has never encountered extraterrestrial UFOs, responding to a question from former wrestler-turned-politician Antonio Inoki. While the military sometimes scrambles jets to investigate unidentified objects, they have only found birds or conventional aircraft, not extraterrestrial visitors. Inoki, who claims to have personally witnessed a UFO, had asked whether Japan conducts research on alien visitors.",2.0451090335845947,1.7711758613586426,0.3076923076923077,0.1391304347826087,0.2564102564102564,0.42592592592592593,0.20754716981132076,0.3148148148148148
"(CNN)Residents of central Sanaa, the Yemeni capital, have learned the hard way t","Bombing of targets in central Sanaa smashes residents' windows and doors .
Hundreds killed in less than two weeks; humanitarian situation desperate, agencies say .","Fighting in Yemen's capital, Sanaa, has intensified as a Saudi-led coalition targets Houthi positions, resulting in hundreds of deaths and significant civilian damage, including the loss of electricity for 16 million people in Houthi-controlled areas. The International Committee of the Red Cross has called for a humanitarian ceasefire to facilitate aid, as ongoing bombing makes relief efforts challenging. The UN Security Council discussed the crisis, but no resolutions were made to halt the violence or initiate political dialogue.","A Saudi-led coalition has launched airstrikes against Houthi rebels controlling Yemen's capital Sanaa, killing an estimated 600 people in less than two weeks and destroying critical infrastructure including power plants that have left 16 million without electricity. The fighting has caused a humanitarian crisis, prompting the International Committee of the Red Cross to call for a ceasefire and aid access, though medical supply flights remain grounded. Yemen's deposed president, backed by Saudi Arabia, has been unable to retake control as the conflict intensifies on multiple fronts.",1.7072341442108154,1.9452133178710938,0.17307692307692307,0.0,0.09615384615384615,0.17857142857142858,0.07272727272727272,0.14285714285714285
(CNN)Film director David Lynch has confirmed he will no longer direct the reviva,"David Lynch says he won't be directing new episodes of Twin Peaks .
Showtime ""saddened"" over decision, which involved a dispute over money .","David Lynch has announced he will no longer direct the revival of ""Twin Peaks,"" set to air in 2016, due to insufficient funding from the network for the show. Showtime expressed disappointment over his departure, stating they believed they were close to resolving the remaining deal points. The third season will continue without Lynch, despite his significant role in creating the cult series alongside Mark Frost.","David Lynch has withdrawn from directing the ""Twin Peaks"" revival series set to air on Showtime in 2016, citing insufficient funding to produce the show as intended. Despite the network's statement expressing hope for a resolution, Lynch confirmed via Twitter that the third season will proceed without him as director, though he personally notified the cast of his departure. The cult 1990s series, created by Lynch and Mark Frost and considered one of television's most influential shows, was expected to feature Kyle MacLachlan reprising his role as FBI Agent Dale Cooper.",1.56268310546875,1.9012620449066162,0.20224719101123592,0.06896551724137931,0.20224719101123592,0.15517241379310345,0.03508771929824561,0.1206896551724138
"(CNN)A University of Kentucky basketball player is apologizing for the ""poor cho","Kentucky player mutters N-word under his breath about a Wisconsin player at postgame news conference .
Andrew Harrison, who is black, tweets that he apologized to Frank Kaminsky, who is white .
Kaminsky says he's talked it over with Harrison --  'I'm over it""","University of Kentucky basketball player Andrew Harrison apologized for using a racial slur while commenting on Wisconsin player Frank Kaminsky after their team's loss. Although Harrison claimed his words were meant in jest, he recognized the inappropriateness and reached out to Kaminsky to express his regret. Kaminsky accepted the apology and said he has moved on from the incident.","University of Kentucky basketball player Andrew Harrison apologized for using offensive language caught on a hot mic after Kentucky's loss to Wisconsin, saying his words were meant as a jest and that he meant no disrespect to Wisconsin player Frank Kaminsky. Kaminsky accepted the apology, saying he and Harrison had talked and he was ""over it."" Both players indicated the incident was resolved and wished each other well moving forward.",6.36091685295105,1.6373400688171387,0.34615384615384615,0.058823529411764705,0.2115384615384615,0.4,0.10619469026548672,0.2608695652173913
"(CNN)The FBI has confirmed that one of its most wanted terrorists, the Malaysian","A man killed in a raid in the Philippines in January was a ""most wanted"" terrorist, the FBI says .
Marwan was a Malaysian believed to have provided support to Islamist terror groups .
44 elite Philippine commandos were killed in the raid on his hideout last month .","The FBI has confirmed that Zulkifli bin Hir, also known as Marwan, a key terrorist figure and member of Jemaah Islamiyah, was killed during a failed raid in the Philippines in January. Despite the raid's disastrous outcome, which resulted in the deaths of 44 Philippine police officers, DNA testing has verified that Marwan is deceased, leading to his removal from the FBI's Most Wanted Terrorists list. The raid was part of the ongoing struggle against terrorism in the region, complicated further by local insurgent dynamics and a fragile peace agreement.","The FBI has confirmed that Zulkifli bin Hir, a Malaysian bomb maker and member of the terrorist group Jemaah Islamiyah, was killed during a January raid in the Philippines. The confirmation came through DNA analysis after the FBI had previously offered a $5 million reward for his capture. The raid resulted in the deaths of 44 elite Philippine police officers and sparked an eight-hour firefight that broke a three-year ceasefire between the government and the Moro Islamic Liberation Front.",2.7735280990600586,1.6291389465332031,0.391304347826087,0.14705882352941174,0.24637681159420283,0.36220472440944884,0.14400000000000002,0.2204724409448819
(CNN)The presence of a harmful pesticide at a luxury villa in the U.S. Virgin Is,"Delaware family becomes ill at the Sirenusa resort in the U.S. Virgin Islands .
Preliminary EPA results find methyl bromide was present in unit where family stayed .
U.S. Justice Department has initiated a criminal investigation into the matter .","The U.S. Environmental Protection Agency (EPA) reported that a Delaware family fell ill after staying at a luxury villa in the U.S. Virgin Islands due to exposure to the harmful pesticide methyl bromide. The family's illness, which required hospitalization, is under investigation to determine if it resulted from a fumigation at the resort, with the EPA working alongside local authorities to assess potential environmental regulation violations. A criminal investigation by the U.S. Department of Justice has also been initiated regarding the incident.","A Delaware family fell ill after staying at a luxury villa in the U.S. Virgin Islands, with the EPA finding traces of methyl bromide, a highly toxic pesticide banned for indoor use, in their rental unit. The contamination may have resulted from a fumigation at the resort on March 18, and the Department of Justice has launched a criminal investigation into the incident. The property management company and Terminix, the licensed pest control contractor, are cooperating with authorities to determine how the violation occurred.",1.9673571586608887,2.024125814437866,0.448,0.1788617886178862,0.30400000000000005,0.45161290322580644,0.19672131147540983,0.3709677419354838
(CNN)Comedian Chris Rock made light of racial disparities in police treatment of,"Chris Rock posts selfies after being pulled over three times in last seven weeks .
""Stopped by the cops again wish me luck,"" he posted this week .","Comedian Chris Rock has sparked conversation on racial profiling through tweets documenting his recent traffic stops, highlighting the disparities in police treatment of black individuals compared to white individuals. His humorous approach underscores the frustrations surrounding policing, particularly in light of recent high-profile cases of police violence against Black Americans. While some fans support his documentation of the experiences, others criticize it as race-baiting, prompting discussions on how to navigate such encounters.","Comedian Chris Rock tweeted about being stopped by police three times in seven weeks, highlighting racial disparities in traffic stops and the ""driving while black"" phenomenon that African-Americans frequently experience. The tweets sparked debate on social media, with some praising Rock for documenting the stops while others, including actor Isaiah Washington, suggested he adapt by driving less conspicuous vehicles—a suggestion many criticized as asking Rock to change his behavior rather than addressing systemic racism. Rock's commentary reflects ongoing national conversation about race and policing following high-profile deaths of black men at the hands of police.",2.8944928646087646,2.0335769653320312,0.1,0.02040816326530612,0.08,0.192,0.08130081300813008,0.176
Hong Kong (CNN)Six people were hurt after an explosion at a controversial chemic,"A blast rocks a chemical plant in China's southeastern Fujian province for the second time in two years .
Six were injured after the explosion and are being hospitalized .
The explosion was triggered by an oil leak, though local media has not reported any toxic chemical spills .","An explosion at a controversial chemical plant in Zhangzhou, Fujian province, injured six people and ignited a large fire, reportedly caused by an oil leak. The plant, which produces the carcinogenic chemical paraxylene, has a history of protests due to pollution concerns and previously experienced another explosion in 2013. Authorities deployed over 600 firefighters to control the blaze, which did not result in any reported toxic chemical spills.","An explosion at a chemical plant in China's Fujian province that produces paraxylene (PX) caused a massive fire that injured six people, though authorities reported no toxic chemical spill. Over 600 firefighters brought the blaze under control by Tuesday morning after it sparked from an oil leak at a storage facility. The plant, which has faced public opposition due to health and environmental concerns, experienced another explosion in 2013 and was previously relocated from a more densely populated area due to community protests.",1.8504400253295898,1.608206033706665,0.46956521739130436,0.1415929203539823,0.31304347826086953,0.4427480916030534,0.15503875968992245,0.22900763358778625
(CNN)The United States Department of Justice has named a new defendant in the wa,"Justice Department prosecuting FedEx over unauthorized shipment of drugs .
Danny Cevallos: FedEx has a strong argument that it shouldn't be held responsible .","The U.S. Department of Justice has indicted FedEx on multiple serious charges related to the trafficking of prescription pharmaceuticals, including conspiracy and violations of the Controlled Substances Act. FedEx argues that, as a common carrier, it should not be held liable for the contents of packages it transports, as it has no control over what is sent through its service. This case raises complex legal questions about corporate liability and possession in the context of drug-related offenses.","The U.S. Department of Justice has indicted FedEx on 15 counts related to drug trafficking, including accusations of transporting illegally prescribed pharmaceuticals and money laundering. FedEx argues it should not be held liable under the ""common carrier"" exception, which protects courier services from being charged with possessing contraband they unknowingly transport, since they lack the intent and knowledge of what packages contain. The case raises the broader legal question of whether corporations can and should be held criminally responsible for illegal activities conducted through their services without their knowledge or consent.",2.5558488368988037,2.5615878105163574,0.2549019607843137,0.04,0.1568627450980392,0.19130434782608696,0.017699115044247787,0.1391304347826087
(CNN)Boston native Mark Wahlberg will star in a film about the Boston Marathon b,"Mark Wahlberg is planning to appear in ""Patriots' Day""
The film will be about events surrounding the 2013 Boston Marathon bombing .
Another film, ""Boston Strong,"" is also in the works .","Mark Wahlberg will star in a film titled ""Patriots' Day,"" about the Boston Marathon bombing and the subsequent manhunt, focusing on the perspective of former Boston Police Commissioner Ed Davis. Produced by CBS Films, the film will incorporate material from CBS News' ""60 Minutes,"" and Wahlberg will also serve as a producer. This marks the second film related to the bombing, following Fox's announcement of ""Boston Strong.""","Mark Wahlberg will star in ""Patriots' Day,"" a film about the Boston Marathon bombing and subsequent manhunt, playing Boston Police Commissioner Ed Davis from whose perspective the story will be told. The film is being produced by CBS Films with material researched by ""60 Minutes,"" and Wahlberg is also serving as a producer. This is the second film project announced about the Boston bombing, following Fox's planned ""Boston Strong.""",1.4768738746643066,1.2366242408752441,0.38775510204081637,0.14583333333333331,0.2653061224489796,0.44,0.20408163265306123,0.3
"(CNN)What do we have for the contestant on ""The Price Is Right""? A brand-new car","""The Price Is Right"" gives away a car ... accidentally .
A model makes a big mistake during a game .
Host Drew Carey thought the error was hilarious .","On a recent episode of ""The Price Is Right,"" model Manuela Arbelaez accidentally revealed the correct answer to a guessing game, leading to a humorous moment where host Drew Carey announced that a contestant had won a car. Arbelaez expressed her embarrassment but later reassured fans on Twitter that everything was fine. The incident occurred during a busy week for the show, which also featured a guest appearance by former host Bob Barker.","During Thursday's episode of ""The Price Is Right,"" model Manuela Arbelaez accidentally revealed the correct answer to a pricing game for a Hyundai Sonata, inadvertently giving away the car to the contestant. Host Drew Carey found the mishap hilarious, while Arbelaez was embarrassed but confirmed afterward that everything worked out fine. The incident occurred during a busy week for the show, which also featured a visit from former host Bob Barker.",2.236121892929077,1.492793083190918,0.36363636363636365,0.1443298969072165,0.2222222222222222,0.4285714285714286,0.14583333333333331,0.2448979591836735
(CNN)Authorities identified and charged a man Monday in connection with the disc,"Carlos Colina, 32, is arraigned on charges of assault and battery, improper disposal of a body .
Body parts were discovered Saturday in a duffel bag and a common area of an apartment building .
The victim in the case is identified as Jonathan Camilien, 26; authorities say he knew Colina .","Carlos Colina, 32, was charged with assault and battery causing serious bodily injury and improper disposal of a body after human remains were found in a duffel bag in Cambridge, Massachusetts. The remains were identified as belonging to 26-year-old Jonathan Camilien, who was known to Colina, and additional body parts were discovered at a nearby apartment building. Authorities continue to investigate the case, with further hearings scheduled for April 14.","Carlos Colina, 32, was charged Monday with assault and battery causing serious bodily injury and improper disposal of a body after human remains were discovered in a duffel bag in Cambridge, Massachusetts over the weekend. The remains belonged to 26-year-old Jonathan Camilien, with additional body parts found at a nearby location; the two men knew each other. Authorities are continuing to investigate and awaiting autopsy results to determine if additional charges are warranted.",1.6349329948425293,1.5371239185333252,0.5785123966942148,0.3025210084033613,0.396694214876033,0.48387096774193544,0.22950819672131148,0.3709677419354838
"(CNN)For those wondering if we would ever hear from the Bluth family again, the ","Fan favorite series ""Arrested Development"" to return for a fifth season, according to producer .
Brian Grazer claimed the show would be back in a podcast .
Netflix is not commenting .","""Arrested Development"" will return for a fifth season consisting of 17 episodes, according to executive producer Brian Grazer. Although Netflix has not confirmed the news, fans of the cult comedy series can look forward to more content following the fourth season released on the platform in 2013. The return of the full cast remains uncertain.","""Arrested Development"" will return for a fifth season with 17 episodes, according to executive producer Brian Grazer, though Netflix has not officially confirmed this announcement. The show was previously canceled by Fox but revived for a fourth season on Netflix in 2013. While the series has maintained a devoted fan base despite modest ratings, it remains unclear whether the full cast will return for the new season.",1.4023258686065674,1.5664300918579102,0.4523809523809524,0.1951219512195122,0.33333333333333337,0.41666666666666663,0.19148936170212766,0.33333333333333326
"(CNN)This is the end. Beautiful friend, the end. For the 1960s, the end arrived ","""Mad Men's"" final seven episodes begin airing April 5 .
The show has never had high ratings but is considered one of the great TV series .
It's unknown what will happen to characters, but we can always guess .","The final season of ""Mad Men"" is set to explore the tumultuous events of late 1969, as the show about a 1960s advertising agency reflects the cultural and societal shifts of the era. With creator Matthew Weiner keeping details under wraps, the storyline will likely delve into significant historical events and their impact on the characters, showcasing the disintegration of the old order. The series has made a lasting cultural mark, inspiring fashion lines, cocktails, and memorials, even as it nears its conclusion.","# Summary

""Mad Men"" concludes its final season Sunday after eight years of chronicling a 1960s advertising agency amid cultural upheaval. The show, which ended its last season with the 1969 moon landing, will likely explore the tumultuous latter half of 1969, including events like Woodstock and the Manson murders. The finale carries high stakes as viewers await to see how creator Matthew Weiner resolves the narrative, with the agency now owned by McCann Erickson and facing an uncertain future.",1.6475639343261719,1.8073558807373047,0.2295081967213115,0.049999999999999996,0.13114754098360654,0.1694915254237288,0.03448275862068966,0.13559322033898305
"(CNN)Just kill it already. That was the sentiment of many ""Vampire Diaries"" fans","""Vampire Diaries"" star Nina Dobrev announces she's leaving the show .
""Nothing will be the same again,"" fans say .","Nina Dobrev announced she will be leaving ""The Vampire Diaries"" at the end of the current season, leading to mixed reactions from fans, many of whom are upset that the show will continue into a seventh season without her. Dobrev expressed her gratitude for the show during her farewell, while producer Julie Plec supported her decision and emphasized the ongoing storylines featuring other characters. Fans are feeling disappointed and concerned about the future of the show's narrative, particularly regarding the romantic relationship between Dobrev's character, Elena, and Damon Salvatore.","Nina Dobrev announced she is leaving ""The Vampire Diaries"" at the end of season 6 after playing the lead character Elena Gilbert for six seasons. Many fans expressed anger and sadness over her departure, particularly upset that the show will continue into season 7 without her, which could affect the resolution of Elena's relationship with Damon Salvatore. Producer Julie Plec supported Dobrev's decision to pursue other opportunities, while Dobrev teased that the season finale will bring unexpected developments.",2.0636420249938965,1.8450980186462402,0.2545454545454546,0.12962962962962962,0.18181818181818182,0.26262626262626265,0.12371134020618557,0.18181818181818182
"New Delhi, India (CNN)Police have arrested four employees of a popular Indian et","Federal education minister Smriti Irani visited a FabIndia store in Goa, saw cameras .
Authorities discovered the cameras could capture photos from the store's changing room .
The four store workers arrested could spend 3 years each in prison if convicted .","Four employees of the Indian ethnic-wear chain FabIndia were arrested after a security camera overlooking a changing room was discovered by federal education minister Smriti Irani during her visit to the store in Goa. The employees face charges of voyeurism and breach of privacy, with potential prison sentences of up to three years if convicted. FabIndia expressed shock at the incident and stated they are cooperating with the police investigation.","Four employees of Indian ethnic-wear chain FabIndia have been arrested after Federal Education Minister Smriti Irani discovered a security camera overlooking a changing room at a store in Goa. Police confirmed the camera was positioned to photograph customers in the changing room and charged the staff with voyeurism and breach of privacy, which carries a potential three-year prison sentence. The store manager remains at large, and FabIndia has stated it is cooperating fully with police investigations.",1.5990359783172607,1.6724789142608643,0.4324324324324324,0.16513761467889906,0.23423423423423423,0.4067796610169492,0.15517241379310345,0.28813559322033905
"(CNN)Nine British citizens were arrested in Turkey on Wednesday, suspected of tr","The group included four children, Turkish official says .
Turkish military didn't say what group's intent was .
UK Foreign Office says it is trying to get information from Turkish officials .","Nine British citizens, including four children, were arrested in Turkey while allegedly attempting to cross illegally into Syria amid the ongoing conflict there. The Turkish military did not specify the group's intentions for entering Syria, which has been plagued by war involving various factions, including ISIS. The UK Foreign Office is seeking further information regarding the arrests from Turkish authorities.","Nine British citizens, including four children, were arrested at the Turkey-Syria border while allegedly attempting to cross illegally into Syria. The group possessed British passports and their intentions to enter Syria, a country ravaged by civil war and home to ISIS, raised concerns about possible recruitment by extremist groups. The British Foreign Office stated it is seeking further information about the arrests from Turkish authorities.",1.3240587711334229,4.201509237289429,0.3695652173913043,0.2,0.3260869565217391,0.3092783505154639,0.12631578947368421,0.2474226804123712
(CNN)A nuclear submarine being repaired at a Russian shipyard has caught on fire,"Submarine is in Zvyozdochka shipyard, in northwestern Russia .
No ""dangerous"" substances on the submarine, shipyard spokesman told ITAR-Tass .","A nuclear submarine undergoing repairs at the Zvyozdochka shipyard in northwestern Russia caught fire during welding work, with insulation between the submarine's light and pressure hull igniting. Fortunately, there were no injuries, as personnel evacuated the premises, and no ammunition or hazardous materials were onboard. Fire officials confirmed that the incident does not pose a threat to the shipyard or surrounding people.","A nuclear submarine undergoing repairs at Russia's Zvyozdochka shipyard caught fire when welding work ignited rubber insulation between the submarine's hulls. Officials stated that nuclear fuel had been removed from the reactor and there were no weapons or dangerous materials on board, with no injuries reported. The fire posed no threat to personnel or the shipyard, according to the shipyard spokesman.",1.4328269958496094,1.5893309116363525,0.24390243902439024,0.125,0.21951219512195122,0.26829268292682923,0.07500000000000001,0.21951219512195122
"(CNN)Kayahan, one of Turkey's best-loved singers and songwriters, died of cancer","Kayahan wrote some of Turkey's best-loved pop songs .
The singer was first diagnosed with cancer in 1990 .
He most recently performed in February in Istanbul .","Kayahan Acar, a beloved Turkish singer and songwriter, passed away at the age of 66 after a long battle with cancer. He rose to fame with his 1991 album ""I Made a Vow,"" following his participation in the Eurovision Song Contest that same year. His contributions to Turkish music were widely recognized, with Prime Minister Ahmet Davutoglu expressing public grief over his loss.","Kayahan, one of Turkey's most beloved singers and songwriters, died Friday at age 66 from cancer, which he had battled since 1990. The guitarist and accomplished composer achieved fame with his 1991 album ""I Made a Vow"" and was particularly known for his love songs. He performed most recently on Valentine's Day in Istanbul before his death at a hospital in the city.",3.015653133392334,3.6817550659179688,0.2,0.022727272727272728,0.13333333333333333,0.41304347826086957,0.08888888888888889,0.2608695652173913
Beijing (CNN)China's state prosecutors on Friday formally charged the country's ,"Prosecutors formally charged former top official Zhou Yongkang .
Zhou charged with accepting bribes, abuse of power and leaking state secrets .
Former domestic security official is the most senior Chinese official to face corruption charges .","China's former security chief, Zhou Yongkang, has been formally charged with accepting bribes, abuse of power, and leaking state secrets, marking him as the highest-ranking Communist Party official to face corruption charges. Zhou, who exerted substantial influence over the country's law enforcement and intelligence agencies, is accused of causing significant harm to national interests through his actions. His trial will take place in Tianjin, with potential restrictions on public access due to the state secrets charge.","China's former security chief Zhou Yongkang has been formally charged with bribery, abuse of power, and leaking state secrets, making him the highest-ranking Communist Party official ever to face corruption charges. As a former member of the Politburo Standing Committee, Zhou controlled major security and law enforcement agencies before his 2012 retirement and subsequent arrest in December 2013. His prosecution is seen as a significant moment in President Xi Jinping's anti-corruption campaign and demonstrates Xi's willingness to hold even top-ranking former officials accountable.",1.7874860763549805,1.8970108032226562,0.44247787610619477,0.2882882882882883,0.3539823008849558,0.40650406504065045,0.1983471074380165,0.2926829268292683
"(CNN)""Sell all that you own and distribute the money to the poor, and you will h","Some of Jesus' most important financial backers were women, historians say.
Joseph of Arimathea and Nicodemus, both men of stature and wealth, chipped in to help fund Jesus' ministry.","The article discusses how Jesus and his disciples, despite their emphasis on poverty and detachment from wealth, needed money to sustain their ministry. It highlights that they likely lived at a subsistence level, relying on donations and the hospitality of supporters while traveling. The New Testament reflects the importance of money in their community, illustrating a complex relationship between faith and material needs.","Jesus and his apostles supported their itinerant ministry through a combination of begging, hospitality from supporters, and donations from wealthy followers despite Jesus's teachings about the dangers of wealth. The New Testament reveals that Jesus's community maintained a common purse to cover basic subsistence needs like food and shelter, functioning at minimal living standards through walking, wearing simple clothes, and relying on what they caught or others shared. Scholars suggest that while Jesus preached against material wealth, his movement paradoxically attracted donations from affluent believers who were drawn to his message.",2.8697309494018555,2.3491878509521484,0.21739130434782608,0.0,0.13043478260869568,0.1639344262295082,0.0,0.11475409836065574
"Kabul, Afghanistan (CNN)Three people were killed and five others were wounded Th","Three people killed; five wounded in attack on attorney general's office in Balkh province .
Staff and civilians have been rescued as gunmen engaged Afghan security forces .","Three people were killed and five wounded in an attack by armed assailants at the attorney general's office in Balkh province, Afghanistan. Most staff and civilians have been rescued, but a firefight between the attackers and Afghan security forces is still ongoing, with a focus on minimizing civilian casualties. Among the deceased are two police officers and a security guard from the office.","Armed assailants attacked the attorney general's office in Balkh province, northern Afghanistan on Thursday, killing three people and wounding five others. An exchange of fire between Afghan security forces and the assailants was ongoing at the time of the report, with most staff and civilians already evacuated. Afghan security forces were advancing cautiously to minimize civilian casualties.",1.5459561347961426,1.343682050704956,0.5274725274725275,0.3595505617977528,0.5054945054945055,0.4705882352941177,0.2650602409638554,0.32941176470588235
"(CNN)When I was elected to the Kentucky State Senate in 1967, I became the first","Georgia Powers: Rand Paul, running for president, would like minorities to think he's an advocate. His record on rights shows otherwise .
On civil rights, women's choice, voting rights, immigrant DREAMers, education, he has shown he'd take country backwards, she says .","Senator Rand Paul has announced his candidacy for president, but his record on voting rights and civil rights raises concerns about his commitment to inclusion, particularly regarding minority communities. Despite claiming to expand the Republican Party's outreach, his past statements and positions suggest a lack of genuine support for key issues affecting these communities. Critics argue that under his leadership, the country could regress on civil rights advancements rather than move forward.","A Kentucky state senator who was the first woman and person of color to serve in that body criticizes Senator Rand Paul's presidential campaign announcement, arguing that despite claims of Republican outreach to minorities, Paul's positions on voting rights, civil rights, and policies affecting Black communities contradict his inclusive messaging. The author contends that Paul has questioned the Civil Rights Act, opposed voting rights protections, and demonstrated cultural insensitivity during appearances at historically Black colleges, representing a backward direction for the country rather than genuine inclusion.",4.167320013046265,2.110124111175537,0.3103448275862069,0.12280701754385964,0.20689655172413793,0.2595419847328244,0.046511627906976744,0.16793893129770993
(CNN)A French-language global television network regained control of one of its ,"Network regains control of Facebook page and one of its 11 channels .
ISIS logos displayed but no claim of responsibility made by any group .
Network reaches 260 million homes worldwide .","TV5Monde, a French-language global television network, regained control of one of its channels following a significant cyberattack that disrupted its broadcasts and social media accounts. The network's director described the attack as ""extremely powerful,"" during which ISIS logos appeared on their social media, though there was no immediate claim of responsibility. By Thursday morning, TV5Monde had started to restore its operations, with one channel and its Facebook page back online, although some website pages remained under maintenance.","TV5Monde, a French-language global television network, was hit by a major cyberattack that disabled its 11 channels and social media accounts, with ISIS logos appearing on hacked accounts. By Thursday morning, the network had regained control of one channel and its Facebook page, though some website pages remained under maintenance. The attack, which began Wednesday evening, affected a network that reaches 260 million homes worldwide and is a partnership between France, Canada, Switzerland, and the Wallonia-Brussels Federation.",1.5824100971221924,1.6528010368347168,0.3486238532110092,0.16822429906542058,0.27522935779816515,0.36697247706422015,0.18691588785046728,0.23853211009174313
"Abu Dhabi, United Arab Emirates (CNN)Lost luggage after a long flight is a commo","Couple spends $1,200 to ship their cat, Felix, on a flight from the United Arab Emirates .
Felix went missing somewhere at John F. Kennedy International Airport, airline says .
Pets are ""treated no differently than a free piece of checked luggage,"" Jennifer Stewart says .","Jennifer Stewart's pet cat, Felix, went missing after being shipped with Etihad Airways from Abu Dhabi to New York City, following a report that the carrier was damaged during transit. Despite the airline's assurance that the loss of pets is rare and an ongoing investigation to locate Felix, Stewart expressed her frustration over the handling of animals as mere cargo. The couple is distressed over the situation and the substantial cost of transporting their pet.","American Jennifer Stewart's 2-year-old cat, Felix, went missing at New York's JFK Airport after Etihad Airways' damaged carrier allowed the pet to escape during a flight from Abu Dhabi on April 1. Stewart paid $1,200 to ship Felix as part of her family's job relocation and expressed frustration that the airline treated her pet like cargo rather than a live animal requiring proper care. Etihad Airways stated that pet losses during air travel are ""extremely rare"" and has hired third-party specialists to help locate Felix, while vowing to review its pet handling procedures.",2.495084047317505,2.3914718627929688,0.2809917355371901,0.06722689075630252,0.11570247933884298,0.3472222222222222,0.1408450704225352,0.1388888888888889
(CNN)The nation's top stories will be unfolding Tuesday in courthouses and polit,"The trials of Dzhokhar Tsarnaev and Aaron Hernandez are coming to a close .
Voting has put Rahm Emanuel and Ferguson, Missouri, back in the headlines .
Rand Paul has announced his bid for the presidency .","Two significant court trials are concluding in Massachusetts, involving former New England Patriot Aaron Hernandez and Boston bombing suspect Dzhokhar Tsarnaev, with both facing severe penalties if found guilty. Meanwhile, political developments include Sen. Rand Paul's official announcement of his presidential run and a surprising mayoral runoff election in Chicago. In Ferguson, the impact of Michael Brown's shooting continues to overshadow local elections.","Two major trials are concluding in Massachusetts on Tuesday—those of former New England Patriot Aaron Hernandez and Boston Marathon bombing suspect Dzhokhar Tsarnaev—with juries beginning deliberations on serious charges that could result in death penalties or life sentences. Meanwhile, Senator Rand Paul officially announced his presidential campaign in Kentucky, while Chicago voters head to a runoff election between Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia. Ferguson, Missouri's municipal elections will also take place against the backdrop of ongoing tensions surrounding Michael Brown's death.",1.7239420413970947,1.8541901111602783,0.36363636363636365,0.06185567010309278,0.18181818181818182,0.3442622950819672,0.13333333333333333,0.19672131147540983
"(CNN)A mammoth fire broke out Friday morning in a Kentucky industrial park, send","Fire breaks out at the General Electric Appliance Park in Louisville, Kentucky .
City official: No is believed to be injured or trapped .","A significant fire erupted at the General Electric Appliance Park in Louisville, Kentucky, on Friday morning, producing thick smoke and bright flames. Firefighters responded rapidly, and fortunately, there were no reports of injuries or anyone trapped. The cause of the fire remains unknown, and the incident has escalated to at least four alarms.","A major fire broke out Friday morning at General Electric's Appliance Park in Louisville, Kentucky, producing thick smoke and bright orange flames that authorities worked to contain. The blaze reached at least four alarms, but no injuries or trapped individuals were reported. The cause of the fire remains unknown.",1.0958411693572998,1.2105469703674316,0.3733333333333333,0.21917808219178084,0.3466666666666666,0.4166666666666667,0.1714285714285714,0.36111111111111116
"Cedar Falls, Iowa (CNN)As aides politely tried to rush Ted Cruz from an event in","Ted Cruz has built a brand as a stalwart conservative on fiscal issues .
But he's also eager to champion social issues at a time when many Republicans are eager to avoid them .
Cruz says the GOP needs to unite young libertarian-minded voters and evangelicals .","During his campaign events in Iowa, Ted Cruz made significant connections with voters, emphasizing his religious beliefs and engaging in personal interactions, such as praying with attendees. As the only official candidate in the race at the time, he aims to rally the state's influential evangelical community to support his presidential bid. Cruz's willingness to champion social issues, including defending controversial religious freedom laws, positions him as a strong candidate appealing to conservative voters.","Ted Cruz campaigned in Iowa for the first time as a presidential candidate, drawing large crowds and connecting with voters on religious and social issues. As the only official candidate in the race at that time, Cruz leveraged Iowa's significant evangelical Christian voter base by adopting a pastoral speaking style and championing conservative social causes like religious freedom laws. With 44% of likely Republican caucus-goers identifying as born-again or evangelical Christians, Cruz aimed to win Iowa's caucuses by energizing this key demographic.",2.1485042572021484,1.7855110168457031,0.32786885245901637,0.08333333333333334,0.19672131147540983,0.30303030303030304,0.04615384615384615,0.19696969696969693
